"Term","Jaccard","Odds_Ratio","Fold_Enrichment","PValue","FDR","Genes"
"GO:0003108~negative regulation of the force of heart contraction by chemical signal",0.00970873786407767,Inf,191.699029126214,0.00521651050898964,0.0381457330969867,"156"
"GO:0097698~telomere maintenance via base-excision repair",0.00970873786407767,Inf,191.699029126214,0.00521651050898964,0.0381457330969867,"328"
"GO:1901340~negative regulation of store-operated calcium channel activity",0.00970873786407767,Inf,191.699029126214,0.00521651050898964,0.0381457330969867,"29979"
"GO:1902688~regulation of NAD metabolic process",0.00970873786407767,Inf,191.699029126214,0.00521651050898964,0.0381457330969867,"9555"
"GO:0061945~regulation of protein K48-linked ubiquitination",0.00970873786407767,Inf,191.699029126214,0.00521651050898964,0.0381457330969867,"22980"
"GO:0072389~flavin adenine dinucleotide catabolic process",0.00970873786407767,Inf,191.699029126214,0.00521651050898964,0.0381457330969867,"7415"
"GO:0002397~MHC class I protein complex assembly",0.00970873786407767,Inf,191.699029126214,0.00521651050898964,0.0381457330969867,"6892"
"GO:1903007~positive regulation of Lys63-specific deubiquitinase activity",0.00970873786407767,Inf,191.699029126214,0.00521651050898964,0.0381457330969867,"7415"
"GO:0110027~negative regulation of DNA strand resection involved in replication fork processing",0.00970873786407767,Inf,191.699029126214,0.00521651050898964,0.0381457330969867,"8655"
"GO:0006463~steroid hormone receptor complex assembly",0.00970873786407767,Inf,191.699029126214,0.00521651050898964,0.0381457330969867,"2288"
"GO:0002398~MHC class Ib protein complex assembly",0.00970873786407767,Inf,191.699029126214,0.00521651050898964,0.0381457330969867,"6892"
"GO:0060691~epithelial cell maturation involved in salivary gland development",0.00970873786407767,Inf,191.699029126214,0.00521651050898964,0.0381457330969867,"7494"
"GO:1901081~negative regulation of relaxation of smooth muscle",0.00970873786407767,Inf,191.699029126214,0.00521651050898964,0.0381457330969867,"156"
"GO:0006580~ethanolamine metabolic process",0.00970873786407767,Inf,191.699029126214,0.00521651050898964,0.0381457330969867,"51573"
"GO:0050823~peptide antigen stabilization",0.00970873786407767,Inf,191.699029126214,0.00521651050898964,0.0381457330969867,"6892"
"GO:1904815~negative regulation of protein localization to chromosome, telomeric region",0.00970873786407767,Inf,191.699029126214,0.00521651050898964,0.0381457330969867,"9555"
"GO:0140824~thioredoxin-dependent peroxiredoxin activity",0.00970873786407767,Inf,191.699029126214,0.00521651050898964,0.0381457330969867,"5052"
"GO:0052925~dol-P-Man:Man(5)GlcNAc(2)-PP-Dol alpha-1,3-mannosyltransferase activity",0.00970873786407767,Inf,191.699029126214,0.00521651050898964,0.0381457330969867,"10195"
"GO:0000246~Delta24(24-1) sterol reductase activity",0.00970873786407767,Inf,191.699029126214,0.00521651050898964,0.0381457330969867,"1718"
"GO:0047395~glycerophosphoinositol glycerophosphodiesterase activity",0.00970873786407767,Inf,191.699029126214,0.00521651050898964,0.0381457330969867,"51573"
"GO:0050614~Delta24-sterol reductase activity",0.00970873786407767,Inf,191.699029126214,0.00521651050898964,0.0381457330969867,"1718"
"GO:0052720~class II DNA-(apurinic or apyrimidinic site) endonuclease activity",0.00970873786407767,Inf,191.699029126214,0.00521651050898964,0.0381457330969867,"328"
"GO:0051750~delta(3,5)-delta(2,4)-dienoyl-CoA isomerase activity",0.00970873786407767,Inf,191.699029126214,0.00521651050898964,0.0381457330969867,"1891"
"GO:0090580~phosphodiesterase activity, acting on 3'-phosphoglycolate-terminated DNA strands",0.00970873786407767,Inf,191.699029126214,0.00521651050898964,0.0381457330969867,"328"
"GO:0001165~RNA polymerase I cis-regulatory region sequence-specific DNA binding",0.00970873786407767,Inf,191.699029126214,0.00521651050898964,0.0381457330969867,"7343"
"R-HSA-4720475~Defective ALG3 causes CDG-1d",0.00970873786407767,Inf,191.699029126214,0.00521651050898964,0.0381457330969867,"10195"
"R-HSA-5619108~Defective SLC27A4 causes ichthyosis prematurity syndrome (IPS)",0.00970873786407767,Inf,191.699029126214,0.00521651050898964,0.0381457330969867,"10999"
"GO:0045901~positive regulation of translational elongation",0.019047619047619,194.34841913586,95.8495145631068,0.000160594093232662,0.00556900987562276,"143244, 1984"
"GO:0045905~positive regulation of translational termination",0.019047619047619,194.34841913586,95.8495145631068,0.000160594093232662,0.00556900987562276,"143244, 1984"
"GO:1902750~negative regulation of cell cycle G2/M phase transition",0.00961538461538462,192.388596076307,95.8495145631068,0.0104060718652282,0.0553413821923502,"9555"
"GO:0006428~isoleucyl-tRNA aminoacylation",0.00961538461538462,192.388596076307,95.8495145631068,0.0104060718652282,0.0553413821923502,"3376"
"GO:0061097~regulation of protein tyrosine kinase activity",0.00961538461538462,192.388596076307,95.8495145631068,0.0104060718652282,0.0553413821923502,"57826"
"GO:1902255~positive regulation of intrinsic apoptotic signaling pathway by p53 class mediator",0.0283018867924528,196.351633798822,95.8495145631068,2.72599662062823e-06,0.000372291702243931,"143244, 1984, 7314"
"GO:0021888~hypothalamus gonadotrophin-releasing hormone neuron development",0.00961538461538462,192.388596076307,95.8495145631068,0.0104060718652282,0.0553413821923502,"7314"
"GO:1903006~positive regulation of protein K63-linked deubiquitination",0.00961538461538462,192.388596076307,95.8495145631068,0.0104060718652282,0.0553413821923502,"7415"
"GO:1902882~regulation of response to oxidative stress",0.00961538461538462,192.388596076307,95.8495145631068,0.0104060718652282,0.0553413821923502,"9555"
"GO:1904526~regulation of microtubule binding",0.00961538461538462,192.388596076307,95.8495145631068,0.0104060718652282,0.0553413821923502,"2011"
"GO:0003064~regulation of heart rate by hormone",0.00961538461538462,192.388596076307,95.8495145631068,0.0104060718652282,0.0553413821923502,"7531"
"GO:0036359~renal potassium excretion",0.00961538461538462,192.388596076307,95.8495145631068,0.0104060718652282,0.0553413821923502,"4302"
"GO:0031111~negative regulation of microtubule polymerization or depolymerization",0.00961538461538462,192.388596076307,95.8495145631068,0.0104060718652282,0.0553413821923502,"2288"
"GO:1902884~positive regulation of response to oxidative stress",0.00961538461538462,192.388596076307,95.8495145631068,0.0104060718652282,0.0553413821923502,"9555"
"GO:1905213~negative regulation of mitotic chromosome condensation",0.00961538461538462,192.388596076307,95.8495145631068,0.0104060718652282,0.0553413821923502,"9031"
"GO:0001579~medium-chain fatty acid transport",0.00961538461538462,192.388596076307,95.8495145631068,0.0104060718652282,0.0553413821923502,"10999"
"GO:1902175~regulation of oxidative stress-induced intrinsic apoptotic signaling pathway",0.00961538461538462,192.388596076307,95.8495145631068,0.0104060718652282,0.0553413821923502,"29979"
"GO:2000397~positive regulation of ubiquitin-dependent endocytosis",0.00961538461538462,192.388596076307,95.8495145631068,0.0104060718652282,0.0553413821923502,"51160"
"GO:0061857~endoplasmic reticulum stress-induced pre-emptive quality control",0.00961538461538462,192.388596076307,95.8495145631068,0.0104060718652282,0.0553413821923502,"7415"
"GO:0016482~cytosolic transport",0.00961538461538462,192.388596076307,95.8495145631068,0.0104060718652282,0.0553413821923502,"10772"
"GO:1902340~negative regulation of chromosome condensation",0.00961538461538462,192.388596076307,95.8495145631068,0.0104060718652282,0.0553413821923502,"3020"
"GO:1903489~positive regulation of lactation",0.00961538461538462,192.388596076307,95.8495145631068,0.0104060718652282,0.0553413821923502,"7494"
"GO:0039694~viral RNA genome replication",0.00961538461538462,192.388596076307,95.8495145631068,0.0104060718652282,0.0553413821923502,"5093"
"GO:0008309~double-stranded DNA exodeoxyribonuclease activity",0.00961538461538462,192.388596076307,95.8495145631068,0.0104060718652282,0.0553413821923502,"328"
"GO:0000033~alpha-1,3-mannosyltransferase activity",0.00961538461538462,192.388596076307,95.8495145631068,0.0104060718652282,0.0553413821923502,"10195"
"GO:0140431~DNA-(abasic site) binding",0.00961538461538462,192.388596076307,95.8495145631068,0.0104060718652282,0.0553413821923502,"328"
"GO:0005133~type II interferon receptor binding",0.00961538461538462,192.388596076307,95.8495145631068,0.0104060718652282,0.0553413821923502,"9093"
"GO:0004822~isoleucine-tRNA ligase activity",0.00961538461538462,192.388596076307,95.8495145631068,0.0104060718652282,0.0553413821923502,"3376"
"GO:0016890~site-specific endodeoxyribonuclease activity, specific for altered base",0.00961538461538462,192.388596076307,95.8495145631068,0.0104060718652282,0.0553413821923502,"328"
"GO:0031755~Edg-2 lysophosphatidic acid receptor binding",0.00961538461538462,192.388596076307,95.8495145631068,0.0104060718652282,0.0553413821923502,"156"
"GO:0072570~ADP-D-ribose binding",0.00961538461538462,192.388596076307,95.8495145631068,0.0104060718652282,0.0553413821923502,"9555"
