"Term","Jaccard","Odds_Ratio","Fold_Enrichment","PValue","FDR","Genes"
"GO:0042983~amyloid precursor protein biosynthetic process",0.0196078431372549,Inf,387.156862745098,0.00258293238794627,0.0710333347886483,"23385"
"GO:0042823~pyridoxal phosphate biosynthetic process",0.0196078431372549,Inf,387.156862745098,0.00258293238794627,0.0710333347886483,"55163"
"GO:2000157~negative regulation of ubiquitin-specific protease activity",0.0196078431372549,Inf,387.156862745098,0.00258293238794627,0.0710333347886483,"51035"
"GO:2000208~positive regulation of ribosomal small subunit export from nucleus",0.0196078431372549,Inf,387.156862745098,0.00258293238794627,0.0710333347886483,"55781"
"GO:0071660~positive regulation of IP-10 production",0.0196078431372549,Inf,387.156862745098,0.00258293238794627,0.0710333347886483,"57506"
"GO:1902683~regulation of receptor localization to synapse",0.0196078431372549,Inf,387.156862745098,0.00258293238794627,0.0710333347886483,"27020"
"GO:0014810~positive regulation of skeletal muscle contraction by regulation of release of sequestered calcium ion",0.0196078431372549,Inf,387.156862745098,0.00258293238794627,0.0710333347886483,"9446"
"GO:0004733~pyridoxamine phosphate oxidase activity",0.0196078431372549,Inf,387.156862745098,0.00258293238794627,0.0710333347886483,"55163"
"GO:0141046~Atg8-family conjugating enzyme activity",0.0196078431372549,Inf,387.156862745098,0.00258293238794627,0.0710333347886483,"64422"
"GO:0042988~X11-like protein binding",0.0196078431372549,Inf,387.156862745098,0.00258293238794627,0.0710333347886483,"22883"
"KW-0664~Pyridoxine biosynthesis",0.0196078431372549,Inf,387.156862745098,0.00258293238794627,0.0710333347886483,"55163"
"GO:0019776~Atg8-family ligase activity",0.0384615384615385,800.397906491765,258.104575163399,1.95907010832273e-05,0.0201196500124745,"64422, 9140"
"GO:1903094~negative regulation of protein K48-linked deubiquitination",0.0192307692307692,387.138419101327,193.578431372549,0.00515932371939976,0.0716030467543723,"51035"
"GO:0008039~synaptic target recognition",0.0192307692307692,387.138419101327,193.578431372549,0.00515932371939976,0.0716030467543723,"7534"
"GO:1904960~positive regulation of cytochrome-c oxidase activity",0.0192307692307692,387.138419101327,193.578431372549,0.00515932371939976,0.0716030467543723,"10063"
"GO:0014013~regulation of gliogenesis",0.0192307692307692,387.138419101327,193.578431372549,0.00515932371939976,0.0716030467543723,"4771"
"GO:0098969~neurotransmitter receptor transport to postsynaptic membrane",0.0192307692307692,387.138419101327,193.578431372549,0.00515932371939976,0.0716030467543723,"22883"
"GO:1990386~mitotic cleavage furrow ingression",0.0192307692307692,387.138419101327,193.578431372549,0.00515932371939976,0.0716030467543723,"377"
"GO:0000430~regulation of transcription from RNA polymerase II promoter by glucose",0.0192307692307692,387.138419101327,193.578431372549,0.00515932371939976,0.0716030467543723,"7392"
"GO:0006431~methionyl-tRNA aminoacylation",0.0192307692307692,387.138419101327,193.578431372549,0.00515932371939976,0.0716030467543723,"4141"
"GO:0008615~pyridoxine biosynthetic process",0.0192307692307692,387.138419101327,193.578431372549,0.00515932371939976,0.0716030467543723,"55163"
"GO:0042818~pyridoxamine metabolic process",0.0192307692307692,387.138419101327,193.578431372549,0.00515932371939976,0.0716030467543723,"55163"
"GO:1904973~positive regulation of viral translation",0.0192307692307692,387.138419101327,193.578431372549,0.00515932371939976,0.0716030467543723,"9140"
"GO:0071796~K6-linked polyubiquitin modification-dependent protein binding",0.0192307692307692,387.138419101327,193.578431372549,0.00515932371939976,0.0716030467543723,"51035"
"GO:0019777~Atg12 transferase activity",0.0192307692307692,387.138419101327,193.578431372549,0.00515932371939976,0.0716030467543723,"64422"
"GO:0017057~6-phosphogluconolactonase activity",0.0192307692307692,387.138419101327,193.578431372549,0.00515932371939976,0.0716030467543723,"25796"
"GO:0045174~glutathione dehydrogenase (ascorbate) activity",0.0192307692307692,387.138419101327,193.578431372549,0.00515932371939976,0.0716030467543723,"9446"
"GO:1990889~H4K20me3 modified histone binding",0.0192307692307692,387.138419101327,193.578431372549,0.00515932371939976,0.0716030467543723,"11137"
"GO:1904855~proteasome regulatory particle binding",0.0192307692307692,387.138419101327,193.578431372549,0.00515932371939976,0.0716030467543723,"51035"
"GO:0140272~exogenous protein binding",0.0192307692307692,387.138419101327,193.578431372549,0.00515932371939976,0.0716030467543723,"6520"
"GO:0004920~interleukin-10 receptor activity",0.0192307692307692,387.138419101327,193.578431372549,0.00515932371939976,0.0716030467543723,"3588"
"GO:0050610~methylarsonate reductase activity",0.0192307692307692,387.138419101327,193.578431372549,0.00515932371939976,0.0716030467543723,"9446"
"GO:0004825~methionine-tRNA ligase activity",0.0192307692307692,387.138419101327,193.578431372549,0.00515932371939976,0.0716030467543723,"4141"
"R-HSA-5660862~Defective SLC7A7 causes lysinuric protein intolerance (LPI)",0.0192307692307692,387.138419101327,193.578431372549,0.00515932371939976,0.0716030467543723,"6520"
"53.Early-response_Tr_Fac_mast_cells",0.0188679245283019,195.242293668328,129.052287581699,0.00772919022855767,0.0767176447136206,"7392"
"GO:1902024~L-histidine transport",0.0188679245283019,195.242293668328,129.052287581699,0.00772919022855767,0.0767176447136206,"6520"
"GO:1903801~L-leucine import across plasma membrane",0.0188679245283019,195.242293668328,129.052287581699,0.00772919022855767,0.0767176447136206,"6520"
"GO:1900063~regulation of peroxisome organization",0.0188679245283019,195.242293668328,129.052287581699,0.00772919022855767,0.0767176447136206,"57506"
"GO:2000269~regulation of fibroblast apoptotic process",0.0188679245283019,195.242293668328,129.052287581699,0.00772919022855767,0.0767176447136206,"51124"
"GO:0015821~methionine transport",0.0188679245283019,195.242293668328,129.052287581699,0.00772919022855767,0.0767176447136206,"6520"
"GO:1990926~short-term synaptic potentiation",0.0188679245283019,195.242293668328,129.052287581699,0.00772919022855767,0.0767176447136206,"23385"
"GO:0015828~tyrosine transport",0.0188679245283019,195.242293668328,129.052287581699,0.00772919022855767,0.0767176447136206,"6520"
"GO:0015829~valine transport",0.0188679245283019,195.242293668328,129.052287581699,0.00772919022855767,0.0767176447136206,"6520"
"GO:0014010~Schwann cell proliferation",0.0188679245283019,195.242293668328,129.052287581699,0.00772919022855767,0.0767176447136206,"4771"
"GO:0008073~ornithine decarboxylase inhibitor activity",0.0188679245283019,195.242293668328,129.052287581699,0.00772919022855767,0.0767176447136206,"4946"
"GO:0008426~protein kinase C inhibitor activity",0.0188679245283019,195.242293668328,129.052287581699,0.00772919022855767,0.0767176447136206,"7532"
"R-HSA-964975~Vitamin B6 activation to pyridoxal phosphate",0.0188679245283019,195.242293668328,129.052287581699,0.00772919022855767,0.0767176447136206,"55163"
"GO:0042986~positive regulation of amyloid precursor protein biosynthetic process",0.0185185185185185,130.657325222646,96.7892156862745,0.0102925481101475,0.0845635752729715,"23385"
"GO:1904273~L-alanine import across plasma membrane",0.0185185185185185,130.657325222646,96.7892156862745,0.0102925481101475,0.0845635752729715,"6520"
"GO:0009051~pentose-phosphate shunt, oxidative branch",0.0185185185185185,130.657325222646,96.7892156862745,0.0102925481101475,0.0845635752729715,"25796"
"GO:0006617~SRP-dependent cotranslational protein targeting to membrane, signal sequence recognition",0.0185185185185185,130.657325222646,96.7892156862745,0.0102925481101475,0.0845635752729715,"6728"
"GO:0015818~isoleucine transport",0.0185185185185185,130.657325222646,96.7892156862745,0.0102925481101475,0.0845635752729715,"6520"
"GO:1905098~negative regulation of guanyl-nucleotide exchange factor activity",0.0185185185185185,130.657325222646,96.7892156862745,0.0102925481101475,0.0845635752729715,"3925"
"GO:0019086~late viral transcription",0.0185185185185185,130.657325222646,96.7892156862745,0.0102925481101475,0.0845635752729715,"7392"
"GO:0003331~positive regulation of extracellular matrix constituent secretion",0.0185185185185185,130.657325222646,96.7892156862745,0.0102925481101475,0.0845635752729715,"51124"
"GO:0015823~phenylalanine transport",0.0185185185185185,130.657325222646,96.7892156862745,0.0102925481101475,0.0845635752729715,"6520"
"GO:0016531~copper chaperone activity",0.0185185185185185,130.657325222646,96.7892156862745,0.0102925481101475,0.0845635752729715,"10063"
"GO:0070851~growth factor receptor binding",0.0185185185185185,130.657325222646,96.7892156862745,0.0102925481101475,0.0845635752729715,"23385"
"GO:0039552~RIG-I binding",0.0185185185185185,130.657325222646,96.7892156862745,0.0102925481101475,0.0845635752729715,"57506"
"GO:0015173~aromatic amino acid transmembrane transporter activity",0.0185185185185185,130.657325222646,96.7892156862745,0.0102925481101475,0.0845635752729715,"6520"
"GO:0090168~Golgi reassembly",0.0181818181818182,98.1805568918542,77.4313725490196,0.0128494135195178,0.0984802066010808,"7534"
"GO:1901838~positive regulation of transcription of nucleolar large rRNA by RNA polymerase I",0.0338983050847458,100.220809594604,77.4313725490196,0.000290476107093272,0.051484301047583,"11137, 4141"
"GO:0044804~nucleophagy",0.0181818181818182,98.1805568918542,77.4313725490196,0.0128494135195178,0.0984802066010808,"64422"
"GO:0000432~positive regulation of transcription from RNA polymerase II promoter by glucose",0.0181818181818182,98.1805568918542,77.4313725490196,0.0128494135195178,0.0984802066010808,"7392"
"GO:0070495~negative regulation of thrombin-activated receptor signaling pathway",0.0181818181818182,98.1805568918542,77.4313725490196,0.0128494135195178,0.0984802066010808,"3925"
"GO:1902115~regulation of organelle assembly",0.0181818181818182,98.1805568918542,77.4313725490196,0.0128494135195178,0.0984802066010808,"4771"
"R-HSA-9013700~NOTCH4 Activation and Transmission of Signal to the Nucleus",0.0333333333333333,88.969773812873,70.3921568627451,0.000354439725204751,0.051484301047583,"23385, 7534"
"GO:0075523~viral translational frameshifting",0.0178571428571429,78.4725879670465,64.5261437908497,0.0153998025727349,0.105437314947991,"4946"
"GO:0097061~dendritic spine organization",0.0178571428571429,78.4725879670465,64.5261437908497,0.0153998025727349,0.105437314947991,"377"
"GO:0015827~tryptophan transport",0.0178571428571429,78.4725879670465,64.5261437908497,0.0153998025727349,0.105437314947991,"6520"
"GO:0002735~positive regulation of myeloid dendritic cell cytokine production",0.0178571428571429,78.4725879670465,64.5261437908497,0.0153998025727349,0.105437314947991,"57506"
"GO:1901096~regulation of autophagosome maturation",0.0178571428571429,78.4725879670465,64.5261437908497,0.0153998025727349,0.105437314947991,"9140"
"GO:0061723~glycophagy",0.0327868852459016,79.9831566835745,64.5261437908497,0.000424624999592958,0.051484301047583,"64422, 9140"
"GO:0043933~protein-containing complex organization",0.0178571428571429,78.4725879670465,64.5261437908497,0.0153998025727349,0.105437314947991,"6603"
