"Term","Odds_Ratio","Fold_Enrichment","PValue","FDR","Genes"
"GO:0016104~triterpenoid biosynthetic process",Inf,116.834319526627,0.00855912889339072,0.0720809987320904,"4047"
"GO:1902629~regulation of mRNA stability involved in cellular response to UV",Inf,116.834319526627,0.00855912889339072,0.0720809987320904,"4869"
"GO:1905612~positive regulation of mRNA cap binding",Inf,116.834319526627,0.00855912889339072,0.0720809987320904,"1981"
"GO:0110002~regulation of tRNA methylation",Inf,116.834319526627,0.00855912889339072,0.0720809987320904,"207"
"GO:0062208~positive regulation of pattern recognition receptor signaling pathway",Inf,116.834319526627,0.00855912889339072,0.0720809987320904,"25921"
"GO:0033313~meiotic cell cycle checkpoint signaling",Inf,116.834319526627,0.00855912889339072,0.0720809987320904,"54888"
"GO:0060699~regulation of endoribonuclease activity",Inf,116.834319526627,0.00855912889339072,0.0720809987320904,"4869"
"GO:0045763~negative regulation of amino acid metabolic process",Inf,116.834319526627,0.00855912889339072,0.0720809987320904,"10295"
"GO:0006168~adenine salvage",Inf,116.834319526627,0.00855912889339072,0.0720809987320904,"353"
"GO:1905597~positive regulation of low-density lipoprotein particle receptor binding",Inf,116.834319526627,0.00855912889339072,0.0720809987320904,"302"
"GO:0036508~protein alpha-1,2-demannosylation",Inf,116.834319526627,0.00855912889339072,0.0720809987320904,"11253"
"GO:1902888~protein localization to astral microtubule",Inf,116.834319526627,0.00855912889339072,0.0720809987320904,"22919"
"GO:1903755~positive regulation of SUMO transferase activity",Inf,116.834319526627,0.00855912889339072,0.0720809987320904,"7329"
"GO:1900249~positive regulation of cytoplasmic translational elongation",Inf,116.834319526627,0.00855912889339072,0.0720809987320904,"10322"
"GO:0045772~positive regulation of autophagosome size",Inf,116.834319526627,0.00855912889339072,0.0720809987320904,"1994"
"GO:1902165~regulation of intrinsic apoptotic signaling pathway in response to DNA damage by p53 class mediator",Inf,116.834319526627,0.00855912889339072,0.0720809987320904,"3190"
"GO:0060735~regulation of eIF2 alpha phosphorylation by dsRNA",Inf,116.834319526627,0.00855912889339072,0.0720809987320904,"4869"
"GO:0000160~phosphorelay signal transduction system",Inf,116.834319526627,0.00855912889339072,0.0720809987320904,"4831"
"GO:0019242~methylglyoxal biosynthetic process",Inf,116.834319526627,0.00855912889339072,0.0720809987320904,"7167"
"GO:0034642~mitochondrion migration along actin filament",Inf,116.834319526627,0.00855912889339072,0.0720809987320904,"80179"
"GO:0006843~mitochondrial citrate transmembrane transport",Inf,116.834319526627,0.00855912889339072,0.0720809987320904,"6576"
"GO:1900753~doxorubicin transport",Inf,116.834319526627,0.00855912889339072,0.0720809987320904,"10928"
"GO:0141065~maternal mRNA clearance",Inf,116.834319526627,0.00855912889339072,0.0720809987320904,"149986"
"GO:1905537~positive regulation of eukaryotic translation initiation factor 4F complex assembly",Inf,116.834319526627,0.00855912889339072,0.0720809987320904,"1981"
"GO:1903318~negative regulation of protein maturation",Inf,116.834319526627,0.00855912889339072,0.0720809987320904,"207"
"GO:0071765~nuclear inner membrane organization",Inf,116.834319526627,0.00855912889339072,0.0720809987320904,"23435"
"GO:0140290~peptidyl-serine ADP-deribosylation",Inf,116.834319526627,0.00855912889339072,0.0720809987320904,"54936"
"GO:0002055~adenine binding",Inf,116.834319526627,0.00855912889339072,0.0720809987320904,"353"
"GO:0004363~glutathione synthase activity",Inf,116.834319526627,0.00855912889339072,0.0720809987320904,"2937"
"GO:0106407~Glc2Man9GlcNAc2 oligosaccharide glucosidase activity",Inf,116.834319526627,0.00855912889339072,0.0720809987320904,"23193"
"GO:0000250~lanosterol synthase activity",Inf,116.834319526627,0.00855912889339072,0.0720809987320904,"4047"
"GO:0009041~UMP/dUMP kinase activity",Inf,116.834319526627,0.00855912889339072,0.0720809987320904,"51727"
"GO:0141046~Atg8-family conjugating enzyme activity",Inf,116.834319526627,0.00855912889339072,0.0720809987320904,"64422"
"GO:0016866~intramolecular transferase activity",Inf,116.834319526627,0.00855912889339072,0.0720809987320904,"4047"
"GO:0004807~triose-phosphate isomerase activity",Inf,116.834319526627,0.00855912889339072,0.0720809987320904,"7167"
"GO:0033919~glucan 1,3-alpha-glucosidase activity",Inf,116.834319526627,0.00855912889339072,0.0720809987320904,"23193"
"GO:0000155~phosphorelay sensor kinase activity",Inf,116.834319526627,0.00855912889339072,0.0720809987320904,"4831"
"GO:0004643~phosphoribosylaminoimidazolecarboxamide formyltransferase activity",Inf,116.834319526627,0.00855912889339072,0.0720809987320904,"471"
"GO:0008732~L-allo-threonine aldolase activity",Inf,116.834319526627,0.00855912889339072,0.0720809987320904,"6472"
"GO:0140292~ADP-ribosylserine hydrolase activity",Inf,116.834319526627,0.00855912889339072,0.0720809987320904,"54936"
"GO:0031867~EP4 subtype prostaglandin E2 receptor binding",Inf,116.834319526627,0.00855912889339072,0.0720809987320904,"55527"
"GO:0071913~citrate secondary active transmembrane transporter activity",Inf,116.834319526627,0.00855912889339072,0.0720809987320904,"6576"
"GO:0003999~adenine phosphoribosyltransferase activity",Inf,116.834319526627,0.00855912889339072,0.0720809987320904,"353"
"GO:0015142~tricarboxylic acid transmembrane transporter activity",Inf,116.834319526627,0.00855912889339072,0.0720809987320904,"6576"
"GO:0047323~[3-methyl-2-oxobutanoate dehydrogenase (acetyl-transferring)] kinase activity",Inf,116.834319526627,0.00855912889339072,0.0720809987320904,"10295"
"GO:0140943~histone H4K20 trimethyltransferase activity",Inf,116.834319526627,0.00855912889339072,0.0720809987320904,"10322"
"GO:0004638~phosphoribosylaminoimidazole carboxylase activity",Inf,116.834319526627,0.00855912889339072,0.0720809987320904,"10606"
"GO:0004639~phosphoribosylaminoimidazolesuccinocarboxamide synthase activity",Inf,116.834319526627,0.00855912889339072,0.0720809987320904,"10606"
"GO:1990448~exon-exon junction complex binding",Inf,116.834319526627,0.00855912889339072,0.0720809987320904,"11052"
"GO:0003937~IMP cyclohydrolase activity",Inf,116.834319526627,0.00855912889339072,0.0720809987320904,"471"
"GO:0008929~methylglyoxal synthase activity",Inf,116.834319526627,0.00855912889339072,0.0720809987320904,"7167"
"GO:0061656~SUMO conjugating enzyme activity",Inf,116.834319526627,0.00855912889339072,0.0720809987320904,"7329"
"R-HSA-4793950~Defective MAN1B1 causes MRT15",Inf,116.834319526627,0.00855912889339072,0.0720809987320904,"11253"
"R-HSA-5578997~Defective AHCY causes HMAHCHD",Inf,116.834319526627,0.00855912889339072,0.0720809987320904,"191"
"R-HSA-5579006~Defective GSS causes GSS deficiency",Inf,116.834319526627,0.00855912889339072,0.0720809987320904,"2937"
"R-HSA-9734195~Defective APRT disrupts adenine salvage",Inf,116.834319526627,0.00855912889339072,0.0720809987320904,"353"
"KW-1155~Translational shunt",Inf,116.834319526627,0.00855912889339072,0.0720809987320904,"1981"
"GO:1902480~protein localization to mitotic spindle",116.003408703444,58.4171597633136,0.0170454288942529,0.115787848385398,"22919"
"GO:0010748~negative regulation of long-chain fatty acid import across plasma membrane",116.710671610518,58.4171597633136,0.000432060596307321,0.0102668864207394,"207, 208"
"GO:1905602~positive regulation of receptor-mediated endocytosis involved in cholesterol transport",116.003408703444,58.4171597633136,0.0170454288942529,0.115787848385398,"302"
"GO:0032071~regulation of endodeoxyribonuclease activity",116.003408703444,58.4171597633136,0.0170454288942529,0.115787848385398,"4869"
"GO:1905551~negative regulation of protein localization to endoplasmic reticulum",116.003408703444,58.4171597633136,0.0170454288942529,0.115787848385398,"689"
"GO:0000512~lncRNA-mediated post-transcriptional gene silencing",116.003408703444,58.4171597633136,0.0170454288942529,0.115787848385398,"1994"
"GO:0061386~closure of optic fissure",116.003408703444,58.4171597633136,0.0170454288942529,0.115787848385398,"65979"
"GO:0032274~gonadotropin secretion",116.003408703444,58.4171597633136,0.0170454288942529,0.115787848385398,"64855"
"GO:2000671~regulation of motor neuron apoptotic process",116.003408703444,58.4171597633136,0.0170454288942529,0.115787848385398,"5609"
"GO:0005981~regulation of glycogen catabolic process",116.003408703444,58.4171597633136,0.0170454288942529,0.115787848385398,"5499"
"GO:0044090~positive regulation of vacuole organization",116.003408703444,58.4171597633136,0.0170454288942529,0.115787848385398,"302"
"GO:0071451~cellular response to superoxide",116.003408703444,58.4171597633136,0.0170454288942529,0.115787848385398,"54936"
"GO:0022605~mammalian oogenesis stage",116.003408703444,58.4171597633136,0.0170454288942529,0.115787848385398,"207"
"GO:0019264~glycine biosynthetic process from serine",116.003408703444,58.4171597633136,0.0170454288942529,0.115787848385398,"6472"
"GO:0000430~regulation of transcription from RNA polymerase II promoter by glucose",116.003408703444,58.4171597633136,0.0170454288942529,0.115787848385398,"7392"
"GO:0070070~proton-transporting V-type ATPase complex assembly",116.003408703444,58.4171597633136,0.0170454288942529,0.115787848385398,"252839"
"GO:0150033~negative regulation of protein localization to lysosome",116.003408703444,58.4171597633136,0.0170454288942529,0.115787848385398,"207"
"GO:0006431~methionyl-tRNA aminoacylation",116.003408703444,58.4171597633136,0.0170454288942529,0.115787848385398,"4141"
"GO:1904978~regulation of endosome organization",116.003408703444,58.4171597633136,0.0170454288942529,0.115787848385398,"10043"
"GO:2000002~negative regulation of DNA damage checkpoint",116.003408703444,58.4171597633136,0.0170454288942529,0.115787848385398,"23476"
"GO:0097473~retinal rod cell apoptotic process",116.003408703444,58.4171597633136,0.0170454288942529,0.115787848385398,"208"
"GO:0046705~CDP biosynthetic process",116.003408703444,58.4171597633136,0.0170454288942529,0.115787848385398,"51727"
"GO:1903707~negative regulation of hemopoiesis",116.003408703444,58.4171597633136,0.0170454288942529,0.115787848385398,"3313"
"GO:0061188~negative regulation of rDNA heterochromatin formation",116.003408703444,58.4171597633136,0.0170454288942529,0.115787848385398,"23133"
"GO:1905171~positive regulation of protein localization to phagocytic vesicle",116.003408703444,58.4171597633136,0.0170454288942529,0.115787848385398,"25921"
"GO:0032804~negative regulation of low-density lipoprotein particle receptor catabolic process",116.003408703444,58.4171597633136,0.0170454288942529,0.115787848385398,"302"
"GO:0002536~respiratory burst involved in inflammatory response",116.003408703444,58.4171597633136,0.0170454288942529,0.115787848385398,"7001"
"GO:0007309~oocyte axis specification",116.003408703444,58.4171597633136,0.0170454288942529,0.115787848385398,"79084"
"GO:1902340~negative regulation of chromosome condensation",116.003408703444,58.4171597633136,0.0170454288942529,0.115787848385398,"3021"
"GO:0019682~glyceraldehyde-3-phosphate metabolic process",116.003408703444,58.4171597633136,0.0170454288942529,0.115787848385398,"7167"
"GO:0004743~pyruvate kinase activity",116.003408703444,58.4171597633136,0.0170454288942529,0.115787848385398,"5315"
"GO:0004372~glycine hydroxymethyltransferase activity",116.003408703444,58.4171597633136,0.0170454288942529,0.115787848385398,"6472"
"GO:0019777~Atg12 transferase activity",116.003408703444,58.4171597633136,0.0170454288942529,0.115787848385398,"64422"
"GO:0004649~poly(ADP-ribose) glycohydrolase activity",116.003408703444,58.4171597633136,0.0170454288942529,0.115787848385398,"54936"
"GO:0050780~dopamine receptor binding",116.003408703444,58.4171597633136,0.0170454288942529,0.115787848385398,"85406"
"GO:0008187~poly-pyrimidine tract binding",116.003408703444,58.4171597633136,0.0170454288942529,0.115787848385398,"5725"
"GO:0140272~exogenous protein binding",116.003408703444,58.4171597633136,0.0170454288942529,0.115787848385398,"6520"
"GO:0070853~myosin VI binding",116.003408703444,58.4171597633136,0.0170454288942529,0.115787848385398,"10043"
"GO:0035718~macrophage migration inhibitory factor binding",116.003408703444,58.4171597633136,0.0170454288942529,0.115787848385398,"10987"
"GO:0016997~alpha-sialidase activity",116.003408703444,58.4171597633136,0.0170454288942529,0.115787848385398,"4758"
"GO:0062152~mRNA (cytidine-5-)-methyltransferase activity",116.003408703444,58.4171597633136,0.0170454288942529,0.115787848385398,"54888"
"GO:1990447~U2 snRNP binding",116.003408703444,58.4171597633136,0.0170454288942529,0.115787848385398,"6628"
"GO:0004825~methionine-tRNA ligase activity",116.003408703444,58.4171597633136,0.0170454288942529,0.115787848385398,"4141"
"GO:0004998~transferrin receptor activity",116.003408703444,58.4171597633136,0.0170454288942529,0.115787848385398,"7037"
"R-HSA-211163~AKT-mediated inactivation of FOXO1A",116.710671610518,58.4171597633136,0.000432060596307321,0.0102668864207394,"207, 208"
"R-HSA-5619056~Defective HK1 causes hexokinase deficiency (HK deficiency)",116.003408703444,58.4171597633136,0.0170454288942529,0.115787848385398,"3098"
"R-HSA-5660862~Defective SLC7A7 causes lysinuric protein intolerance (LPI)",116.003408703444,58.4171597633136,0.0170454288942529,0.115787848385398,"6520"
"R-HSA-9636667~Manipulation of host energy metabolism",116.003408703444,58.4171597633136,0.0170454288942529,0.115787848385398,"2023"
"R-HSA-168330~Viral RNP Complexes in the Host Cell Nucleus",116.003408703444,58.4171597633136,0.0170454288942529,0.115787848385398,"3304"
"R-HSA-109703~PKB-mediated events",116.003408703444,58.4171597633136,0.0170454288942529,0.115787848385398,"208"
