"Term","Odds_Ratio","Fold_Enrichment","PValue","FDR","Genes"
"138.Fig1AB_Eukaryotic_transcriptional_control",Inf,214.619565217391,0.00465940744492288,0.124258679104566,"4790"
"GO:0061691~detoxification of hydrogen peroxide",Inf,214.619565217391,0.00465940744492288,0.124258679104566,"11315"
"GO:0106045~guanine deglycation, methylglyoxal removal",Inf,214.619565217391,0.00465940744492288,0.124258679104566,"11315"
"GO:0009234~menaquinone biosynthetic process",Inf,214.619565217391,0.00465940744492288,0.124258679104566,"29914"
"GO:1903122~negative regulation of TRAIL-activated apoptotic signaling pathway",Inf,214.619565217391,0.00465940744492288,0.124258679104566,"11315"
"GO:0072663~establishment of protein localization to peroxisome",Inf,214.619565217391,0.00465940744492288,0.124258679104566,"5824"
"GO:0090152~establishment of protein localization to mitochondrial membrane involved in mitochondrial fission",Inf,214.619565217391,0.00465940744492288,0.124258679104566,"8546"
"GO:2000204~negative regulation of ribosomal large subunit export from nucleus",Inf,214.619565217391,0.00465940744492288,0.124258679104566,"8241"
"GO:0051232~meiotic spindle elongation",Inf,214.619565217391,0.00465940744492288,0.124258679104566,"5518"
"GO:0106044~guanine deglycation",Inf,214.619565217391,0.00465940744492288,0.124258679104566,"11315"
"GO:0046901~tetrahydrofolylpolyglutamate biosynthetic process",Inf,214.619565217391,0.00465940744492288,0.124258679104566,"2356"
"GO:1900131~negative regulation of lipid binding",Inf,214.619565217391,0.00465940744492288,0.124258679104566,"5824"
"GO:1903073~negative regulation of death-inducing signaling complex assembly",Inf,214.619565217391,0.00465940744492288,0.124258679104566,"11315"
"GO:1903189~glyoxal metabolic process",Inf,214.619565217391,0.00465940744492288,0.124258679104566,"11315"
"GO:0046986~negative regulation of hemoglobin biosynthetic process",Inf,214.619565217391,0.00465940744492288,0.124258679104566,"27102"
"GO:0042374~phylloquinone metabolic process",Inf,214.619565217391,0.00465940744492288,0.124258679104566,"29914"
"GO:0032429~regulation of phospholipase A2 activity",Inf,214.619565217391,0.00465940744492288,0.124258679104566,"4035"
"GO:0046295~glycolate biosynthetic process",Inf,214.619565217391,0.00465940744492288,0.124258679104566,"11315"
"GO:0140041~cellular detoxification of methylglyoxal",Inf,214.619565217391,0.00465940744492288,0.124258679104566,"11315"
"GO:1903197~positive regulation of L-dopa biosynthetic process",Inf,214.619565217391,0.00465940744492288,0.124258679104566,"11315"
"GO:0042371~vitamin K biosynthetic process",Inf,214.619565217391,0.00465940744492288,0.124258679104566,"29914"
"GO:0010658~striated muscle cell apoptotic process",Inf,214.619565217391,0.00465940744492288,0.124258679104566,"9531"
"GO:0050787~detoxification of mercury ion",Inf,214.619565217391,0.00465940744492288,0.124258679104566,"11315"
"GO:0106046~guanine deglycation, glyoxal removal",Inf,214.619565217391,0.00465940744492288,0.124258679104566,"11315"
"GO:0060010~Sertoli cell fate commitment",Inf,214.619565217391,0.00465940744492288,0.124258679104566,"5914"
"GO:0071275~cellular response to aluminum ion",Inf,214.619565217391,0.00465940744492288,0.124258679104566,"8678"
"GO:1902903~regulation of supramolecular fiber organization",Inf,214.619565217391,0.00465940744492288,0.124258679104566,"11315"
"GO:1903190~glyoxal catabolic process",Inf,214.619565217391,0.00465940744492288,0.124258679104566,"11315"
"GO:1905288~vascular associated smooth muscle cell apoptotic process",Inf,214.619565217391,0.00465940744492288,0.124258679104566,"8241"
"GO:0036471~cellular response to glyoxal",Inf,214.619565217391,0.00465940744492288,0.124258679104566,"11315"
"GO:0061727~methylglyoxal catabolic process to lactate",Inf,214.619565217391,0.00465940744492288,0.124258679104566,"11315"
"GO:0045993~negative regulation of translational initiation by iron",Inf,214.619565217391,0.00465940744492288,0.124258679104566,"27102"
"GO:1905045~negative regulation of Schwann cell proliferation involved in axon regeneration",Inf,214.619565217391,0.00465940744492288,0.124258679104566,"29956"
"GO:1990422~glyoxalase (glycolic acid-forming) activity",Inf,214.619565217391,0.00465940744492288,0.124258679104566,"11315"
"GO:0004326~tetrahydrofolylpolyglutamate synthase activity",Inf,214.619565217391,0.00465940744492288,0.124258679104566,"2356"
"GO:0036105~peroxisome membrane class-1 targeting sequence binding",Inf,214.619565217391,0.00465940744492288,0.124258679104566,"5824"
"GO:0036478~L-dopa decarboxylase activator activity",Inf,214.619565217391,0.00465940744492288,0.124258679104566,"11315"
"GO:0140587~chromatin loop anchoring activity",Inf,214.619565217391,0.00465940744492288,0.124258679104566,"10664"
"GO:0036470~tyrosine 3-monooxygenase activator activity",Inf,214.619565217391,0.00465940744492288,0.124258679104566,"11315"
"GO:0016964~alpha-2 macroglobulin receptor activity",Inf,214.619565217391,0.00465940744492288,0.124258679104566,"4035"
"GO:0106211~inositol-5-diphosphate-1,3,4,6-tetrakisphosphate diphosphatase activity",Inf,214.619565217391,0.00465940744492288,0.124258679104566,"11163"
"GO:0036524~protein deglycase activity",Inf,214.619565217391,0.00465940744492288,0.124258679104566,"11315"
"GO:0015450~protein-transporting ATPase activity",Inf,214.619565217391,0.00465940744492288,0.124258679104566,"9804"
"GO:0140850~histone H2B C-terminal K residue ubiquitin ligase activity",Inf,214.619565217391,0.00465940744492288,0.124258679104566,"56254"
"GO:0031071~cysteine desulfurase activity",Inf,214.619565217391,0.00465940744492288,0.124258679104566,"9054"
"KW-0474~Menaquinone biosynthesis",Inf,214.619565217391,0.00465940744492288,0.124258679104566,"29914"
"151.pro-apoptotic_actions_of_altered_APP&PS1",213.880145596326,107.309782608696,0.00929733970358704,0.170730817530165,"4790"
"139.Fig1CD_Eukaryotic_transcriptional_control",213.880145596326,107.309782608696,0.00929733970358704,0.170730817530165,"4790"
"GO:0002866~positive regulation of acute inflammatory response to antigenic stimulus",213.880145596326,107.309782608696,0.00929733970358704,0.170730817530165,"11315"
"GO:0009438~methylglyoxal metabolic process",213.880145596326,107.309782608696,0.00929733970358704,0.170730817530165,"11315"
"GO:0006864~pyrimidine nucleotide transport",213.880145596326,107.309782608696,0.00929733970358704,0.170730817530165,"55186"
"GO:1990519~pyrimidine nucleotide import into mitochondrion",213.880145596326,107.309782608696,0.00929733970358704,0.170730817530165,"55186"
"GO:1904300~positive regulation of transcytosis",213.880145596326,107.309782608696,0.00929733970358704,0.170730817530165,"4035"
"GO:1903094~negative regulation of protein K48-linked deubiquitination",213.880145596326,107.309782608696,0.00929733970358704,0.170730817530165,"11315"
"GO:0048219~inter-Golgi cisterna vesicle-mediated transport",213.880145596326,107.309782608696,0.00929733970358704,0.170730817530165,"10466"
"GO:0098969~neurotransmitter receptor transport to postsynaptic membrane",213.880145596326,107.309782608696,0.00929733970358704,0.170730817530165,"4218"
"GO:0016031~tRNA import into mitochondrion",213.880145596326,107.309782608696,0.00929733970358704,0.170730817530165,"9804"
"GO:1905259~negative regulation of nitrosative stress-induced intrinsic apoptotic signaling pathway",213.880145596326,107.309782608696,0.00929733970358704,0.170730817530165,"11315"
"GO:0032194~ubiquinone biosynthetic process via 3,4-dihydroxy-5-polyprenylbenzoate",213.880145596326,107.309782608696,0.00929733970358704,0.170730817530165,"29914"
"GO:1903538~regulation of meiotic cell cycle process involved in oocyte maturation",213.880145596326,107.309782608696,0.00929733970358704,0.170730817530165,"5518"
"GO:1905242~response to 3,3',5-triiodo-L-thyronine",213.880145596326,107.309782608696,0.00929733970358704,0.170730817530165,"9804"
"GO:0140744~negative regulation of lncRNA transcription",213.880145596326,107.309782608696,0.00929733970358704,0.170730817530165,"23211"
"GO:0018283~iron incorporation into metallo-sulfur cluster",213.880145596326,107.309782608696,0.00929733970358704,0.170730817530165,"9054"
"GO:0036372~opsin transport",213.880145596326,107.309782608696,0.00929733970358704,0.170730817530165,"9371"
"GO:0046501~protoporphyrinogen IX metabolic process",213.880145596326,107.309782608696,0.00929733970358704,0.170730817530165,"27102"
"GO:1902045~negative regulation of Fas signaling pathway",213.880145596326,107.309782608696,0.00929733970358704,0.170730817530165,"4090"
"GO:0048210~Golgi vesicle fusion to target membrane",213.880145596326,107.309782608696,0.00929733970358704,0.170730817530165,"4218"
"GO:0006425~glutaminyl-tRNA aminoacylation",213.880145596326,107.309782608696,0.00929733970358704,0.170730817530165,"5859"
"GO:0030852~regulation of granulocyte differentiation",213.880145596326,107.309782608696,0.00929733970358704,0.170730817530165,"5914"
"GO:2001295~malonyl-CoA biosynthetic process",213.880145596326,107.309782608696,0.00929733970358704,0.170730817530165,"31"
"GO:1905336~negative regulation of aggrephagy",213.880145596326,107.309782608696,0.00929733970358704,0.170730817530165,"10434"
"GO:0071027~nuclear RNA surveillance",213.880145596326,107.309782608696,0.00929733970358704,0.170730817530165,"23211"
"GO:0070994~detection of oxidative stress",213.880145596326,107.309782608696,0.00929733970358704,0.170730817530165,"11315"
"GO:1903181~positive regulation of dopamine biosynthetic process",213.880145596326,107.309782608696,0.00929733970358704,0.170730817530165,"11315"
"GO:0110064~lncRNA catabolic process",213.880145596326,107.309782608696,0.00929733970358704,0.170730817530165,"23211"
"GO:0039694~viral RNA genome replication",213.880145596326,107.309782608696,0.00929733970358704,0.170730817530165,"5094"
"GO:0032370~positive regulation of lipid transport",213.880145596326,107.309782608696,0.00929733970358704,0.170730817530165,"4035"
"GO:0015218~pyrimidine nucleotide transmembrane transporter activity",213.880145596326,107.309782608696,0.00929733970358704,0.170730817530165,"55186"
"GO:0005093~Rab GDP-dissociation inhibitor activity",213.880145596326,107.309782608696,0.00929733970358704,0.170730817530165,"2664"
"GO:0030226~apolipoprotein receptor activity",213.880145596326,107.309782608696,0.00929733970358704,0.170730817530165,"4035"
"GO:0052848~inositol-3,5-bisdiphosphate-2,3,4,6-tetrakisphosphate 5-diphosphatase activity",213.880145596326,107.309782608696,0.00929733970358704,0.170730817530165,"11163"
"GO:0052845~inositol-5-diphosphate-1,2,3,4,6-pentakisphosphate diphosphatase activity",213.880145596326,107.309782608696,0.00929733970358704,0.170730817530165,"11163"
"GO:0004525~ribonuclease III activity",213.880145596326,107.309782608696,0.00929733970358704,0.170730817530165,"23405"
"GO:0004478~methionine adenosyltransferase activity",213.880145596326,107.309782608696,0.00929733970358704,0.170730817530165,"4144"
"GO:0033328~peroxisome membrane targeting sequence binding",213.880145596326,107.309782608696,0.00929733970358704,0.170730817530165,"5824"
"GO:0003827~alpha-1,3-mannosylglycoprotein 2-beta-N-acetylglucosaminyltransferase activity",213.880145596326,107.309782608696,0.00929733970358704,0.170730817530165,"55624"
"GO:0004819~glutamine-tRNA ligase activity",213.880145596326,107.309782608696,0.00929733970358704,0.170730817530165,"5859"
"R-HSA-5083628~Defective POMGNT1 causes MDDGA3, MDDGB3 and MDDGC3",213.880145596326,107.309782608696,0.00929733970358704,0.170730817530165,"55624"
"R-HSA-5545619~XAV939 stabilizes AXIN",213.880145596326,107.309782608696,0.00929733970358704,0.170730817530165,"80351"
"KW-0693~Viral RNA replication",213.880145596326,107.309782608696,0.00929733970358704,0.170730817530165,"5094"
"WP2943:Hypoxia mediated EMT and stemness",213.880145596326,107.309782608696,0.00929733970358704,0.170730817530165,"23405"
"RBMX_TARGET_GENES",213.880145596326,107.309782608696,0.00929733970358704,0.170730817530165,"1915"
"GO:1904355~positive regulation of telomere capping",145.243843489116,85.8478260869565,0.000212800548577996,0.0359642095246829,"79035, 80351"
"GOMF_DNA_DNA_TETHERING_ACTIVITY",145.243843489116,85.8478260869565,0.000212800548577996,0.0359642095246829,"10664, 5094"
"GOBP_NEGATIVE_REGULATION_OF_SCHWANN_CELL_PROLIFERATION",131.434296806201,80.4823369565217,5.39017205523975e-06,0.00630610864576144,"23405, 29956, 9921"
"GO:0051099~positive regulation of binding",107.661830616374,71.5398550724638,0.0139138946722985,0.176620084693187,"5914"
"GO:0014040~positive regulation of Schwann cell differentiation",107.661830616374,71.5398550724638,0.0139138946722985,0.176620084693187,"23405"
"GO:0098795~global gene silencing by mRNA cleavage",107.661830616374,71.5398550724638,0.0139138946722985,0.176620084693187,"23405"
"GO:0034123~positive regulation of toll-like receptor signaling pathway",107.661830616374,71.5398550724638,0.0139138946722985,0.176620084693187,"2664"
"GO:0044565~dendritic cell proliferation",107.661830616374,71.5398550724638,0.0139138946722985,0.176620084693187,"29110"
"GO:2000630~positive regulation of miRNA metabolic process",107.661830616374,71.5398550724638,0.0139138946722985,0.176620084693187,"4790"
"GO:0043545~molybdopterin cofactor metabolic process",107.661830616374,71.5398550724638,0.0139138946722985,0.176620084693187,"9054"
"GO:0160127~protein-RNA covalent cross-linking repair",107.661830616374,71.5398550724638,0.0139138946722985,0.176620084693187,"10985"
"GO:1903384~negative regulation of hydrogen peroxide-induced neuron intrinsic apoptotic signaling pathway",107.661830616374,71.5398550724638,0.0139138946722985,0.176620084693187,"11315"
"GO:1905049~negative regulation of metallopeptidase activity",107.661830616374,71.5398550724638,0.0139138946722985,0.176620084693187,"4035"
"GO:0070478~nuclear-transcribed mRNA catabolic process, 3'-5' exonucleolytic nonsense-mediated decay",107.661830616374,71.5398550724638,0.0139138946722985,0.176620084693187,"80349"
"GO:0010956~negative regulation of calcidiol 1-monooxygenase activity",107.661830616374,71.5398550724638,0.0139138946722985,0.176620084693187,"4790"
"GO:1902958~positive regulation of mitochondrial electron transport, NADH to ubiquinone",107.661830616374,71.5398550724638,0.0139138946722985,0.176620084693187,"11315"
"GO:1900148~negative regulation of Schwann cell migration",107.661830616374,71.5398550724638,0.0139138946722985,0.176620084693187,"29956"
"GO:0098840~protein transport along microtubule",107.661830616374,71.5398550724638,0.0139138946722985,0.176620084693187,"9531"
"GO:0070602~regulation of centromeric sister chromatid cohesion",107.661830616374,71.5398550724638,0.0139138946722985,0.176620084693187,"10664"
"GO:0075509~endocytosis involved in viral entry into host cell",107.661830616374,71.5398550724638,0.0139138946722985,0.176620084693187,"90861"
"GO:1990641~response to iron ion starvation",107.661830616374,71.5398550724638,0.0139138946722985,0.176620084693187,"27102"
"GO:0032290~peripheral nervous system myelin formation",107.661830616374,71.5398550724638,0.0139138946722985,0.176620084693187,"23405"
"GO:0002188~translation reinitiation",107.661830616374,71.5398550724638,0.0139138946722985,0.176620084693187,"8562"
"GO:0016557~peroxisome membrane biogenesis",107.661830616374,71.5398550724638,0.0139138946722985,0.176620084693187,"5824"
"GO:0019249~lactate biosynthetic process",107.661830616374,71.5398550724638,0.0139138946722985,0.176620084693187,"11315"
"GO:0002051~osteoblast fate commitment",107.661830616374,71.5398550724638,0.0139138946722985,0.176620084693187,"4090"
"GO:0010664~negative regulation of striated muscle cell apoptotic process",107.661830616374,71.5398550724638,0.0139138946722985,0.176620084693187,"9531"
"GO:0016532~superoxide dismutase copper chaperone activity",107.661830616374,71.5398550724638,0.0139138946722985,0.176620084693187,"11315"
"GO:0070325~lipoprotein particle receptor binding",107.661830616374,71.5398550724638,0.0139138946722985,0.176620084693187,"4035"
"GO:0052836~inositol 5-diphosphate pentakisphosphate 5-kinase activity",107.661830616374,71.5398550724638,0.0139138946722985,0.176620084693187,"9807"
"GO:0035651~AP-3 adaptor complex binding",107.661830616374,71.5398550724638,0.0139138946722985,0.176620084693187,"55361"
"GO:0045340~mercury ion binding",107.661830616374,71.5398550724638,0.0139138946722985,0.176620084693187,"11315"
"GO:0052839~diphosphoinositol tetrakisphosphate kinase activity",107.661830616374,71.5398550724638,0.0139138946722985,0.176620084693187,"9807"
