"Term","Odds_Ratio","Fold_Enrichment","PValue","FDR","Genes"
"GO:0009214~cyclic nucleotide catabolic process",Inf,232.294117647059,0.00430488731324397,0.09171755447998,"1267"
"GO:0039654~fusion of virus membrane with host endosome membrane",Inf,232.294117647059,0.00430488731324397,0.09171755447998,"1514"
"GO:0060696~regulation of phospholipid catabolic process",Inf,232.294117647059,0.00430488731324397,0.09171755447998,"3417"
"GO:0072595~maintenance of protein localization in organelle",Inf,232.294117647059,0.00430488731324397,0.09171755447998,"10959"
"GO:0002936~bradykinin biosynthetic process",Inf,232.294117647059,0.00430488731324397,0.09171755447998,"26258"
"GO:1904290~negative regulation of mitotic DNA damage checkpoint",Inf,232.294117647059,0.00430488731324397,0.09171755447998,"5514"
"GO:0097753~membrane bending",Inf,232.294117647059,0.00430488731324397,0.09171755447998,"8301"
"GO:0061755~positive regulation of circulating fibrinogen levels",Inf,232.294117647059,0.00430488731324397,0.09171755447998,"2683"
"GO:0097655~serpin family protein binding",Inf,232.294117647059,0.00430488731324397,0.09171755447998,"1514"
"GO:0004113~2',3'-cyclic-nucleotide 3'-phosphodiesterase activity",Inf,232.294117647059,0.00430488731324397,0.09171755447998,"1267"
"GO:0008455~alpha-1,6-mannosylglycoprotein 2-beta-N-acetylglucosaminyltransferase activity",Inf,232.294117647059,0.00430488731324397,0.09171755447998,"4247"
"GO:0103023~ITPase activity",Inf,232.294117647059,0.00430488731324397,0.09171755447998,"953"
"GO:0016530~metallochaperone activity",Inf,232.294117647059,0.00430488731324397,0.09171755447998,"475"
"GO:0031544~peptidyl-proline 3-dioxygenase activity",Inf,232.294117647059,0.00430488731324397,0.09171755447998,"55239"
"GO:0034602~oxoglutarate dehydrogenase (NAD+) activity",Inf,232.294117647059,0.00430488731324397,0.09171755447998,"4967"
"R-HSA-2978092~Abnormal conversion of 2-oxoglutarate to 2-hydroxyglutarate",Inf,232.294117647059,0.00430488731324397,0.09171755447998,"3417"
"R-HSA-4793952~Defective MGAT2 causes CDG-2a",Inf,232.294117647059,0.00430488731324397,0.09171755447998,"4247"
"R-HSA-4793953~Defective B4GALT1 causes CDG-2d",Inf,232.294117647059,0.00430488731324397,0.09171755447998,"2683"
"GOBP_REGULATION_OF_CIRCULATING_FIBRINOGEN_LEVELS",Inf,232.294117647059,0.00430488731324397,0.09171755447998,"2683"
