"Term","Odds_Ratio","Fold_Enrichment","PValue","FDR","Genes"
"GO:0015679~plasma membrane copper ion transport",Inf,253.141025641026,0.00395036718156494,0.0984437237206319,"1317"
"GO:0051098~regulation of binding",Inf,253.141025641026,0.00395036718156494,0.0984437237206319,"4087"
"GO:0006253~dCTP catabolic process",Inf,253.141025641026,0.00395036718156494,0.0984437237206319,"79077"
"GO:0000710~meiotic mismatch repair",Inf,253.141025641026,0.00395036718156494,0.0984437237206319,"2956"
"GO:1902601~silver ion transmembrane transport",Inf,253.141025641026,0.00395036718156494,0.0984437237206319,"1317"
"GO:1904353~regulation of telomere capping",Inf,253.141025641026,0.00395036718156494,0.0984437237206319,"7874"
"GO:0048291~isotype switching to IgG isotypes",Inf,253.141025641026,0.00395036718156494,0.0984437237206319,"3329"
"GO:1904595~positive regulation of termination of RNA polymerase II transcription",Inf,253.141025641026,0.00395036718156494,0.0984437237206319,"65125"
"GO:0035581~sequestering of extracellular ligand from receptor",Inf,253.141025641026,0.00395036718156494,0.0984437237206319,"4179"
"GO:0002761~regulation of myeloid leukocyte differentiation",Inf,253.141025641026,0.00395036718156494,0.0984437237206319,"80762"
"GO:0003878~ATP citrate synthase activity",Inf,253.141025641026,0.00395036718156494,0.0984437237206319,"47"
"GO:0032556~pyrimidine deoxyribonucleotide binding",Inf,253.141025641026,0.00395036718156494,0.0984437237206319,"79077"
"GO:0047840~dCTP diphosphatase activity",Inf,253.141025641026,0.00395036718156494,0.0984437237206319,"79077"
"GO:0005091~guanyl-nucleotide exchange factor adaptor activity",Inf,253.141025641026,0.00395036718156494,0.0984437237206319,"2885"
"GO:0033721~aldehyde dehydrogenase (NADP+) activity",Inf,253.141025641026,0.00395036718156494,0.0984437237206319,"51109"
"GO:0008119~thiopurine S-methyltransferase activity",Inf,253.141025641026,0.00395036718156494,0.0984437237206319,"7172"
"GO:0015080~silver ion transmembrane transporter activity",Inf,253.141025641026,0.00395036718156494,0.0984437237206319,"1317"
"GO:0002135~CTP binding",Inf,253.141025641026,0.00395036718156494,0.0984437237206319,"3320"
"GO:0032564~dATP binding",Inf,253.141025641026,0.00395036718156494,0.0984437237206319,"3320"
"R-HSA-162585~Uncoating of the HIV Virion",Inf,253.141025641026,0.00395036718156494,0.0984437237206319,"5478"
"R-HSA-164516~Minus-strand DNA synthesis",Inf,253.141025641026,0.00395036718156494,0.0984437237206319,"5478"
"R-HSA-162589~Reverse Transcription of HIV RNA",Inf,253.141025641026,0.00395036718156494,0.0984437237206319,"5478"
"R-HSA-164525~Plus-strand DNA synthesis",Inf,253.141025641026,0.00395036718156494,0.0984437237206319,"5478"
"R-HSA-5578995~Defective TPMT causes TPMT deficiency",Inf,253.141025641026,0.00395036718156494,0.0984437237206319,"7172"
"WP5156:SARS CoV 2 replication organelle formation",Inf,253.141025641026,0.00395036718156494,0.0984437237206319,"30849"
"GO:0034514~mitochondrial unfolded protein response",254.988706001519,126.570512820513,0.00788532825124899,0.116183672055838,"3329"
"GO:0090169~regulation of spindle assembly",254.988706001519,126.570512820513,0.00788532825124899,0.116183672055838,"6047"
"GO:0097359~UDP-glucosylation",254.988706001519,126.570512820513,0.00788532825124899,0.116183672055838,"56886"
"GO:0061944~negative regulation of protein K48-linked ubiquitination",254.988706001519,126.570512820513,0.00788532825124899,0.116183672055838,"5478"
"GO:1990386~mitotic cleavage furrow ingression",254.988706001519,126.570512820513,0.00788532825124899,0.116183672055838,"375"
"GO:0061767~negative regulation of lung blood pressure",254.988706001519,126.570512820513,0.00788532825124899,0.116183672055838,"4087"
"GO:1902988~neurofibrillary tangle assembly",254.988706001519,126.570512820513,0.00788532825124899,0.116183672055838,"3320"
"GO:0071707~immunoglobulin heavy chain V-D-J recombination",254.988706001519,126.570512820513,0.00788532825124899,0.116183672055838,"7528"
"GO:0006403~RNA localization",254.988706001519,126.570512820513,0.00788532825124899,0.116183672055838,"7528"
"GO:0075506~entry of viral genome into host nucleus through nuclear pore complex via importin",254.988706001519,126.570512820513,0.00788532825124899,0.116183672055838,"23633"
"GO:1902893~regulation of miRNA transcription",254.988706001519,126.570512820513,0.00788532825124899,0.116183672055838,"4087"
"GO:0032916~positive regulation of transforming growth factor beta3 production",254.988706001519,126.570512820513,0.00788532825124899,0.116183672055838,"4087"
"GO:0048340~paraxial mesoderm morphogenesis",254.988706001519,126.570512820513,0.00788532825124899,0.116183672055838,"4087"
"GO:0070203~regulation of establishment of protein localization to telomere",254.988706001519,126.570512820513,0.00788532825124899,0.116183672055838,"7874"
"GO:0003062~regulation of heart rate by chemical signal",254.988706001519,126.570512820513,0.00788532825124899,0.116183672055838,"6720"
"GO:0033633~negative regulation of cell-cell adhesion mediated by integrin",254.988706001519,126.570512820513,0.00788532825124899,0.116183672055838,"65125"
"GO:0003980~UDP-glucose:glycoprotein glucosyltransferase activity",254.988706001519,126.570512820513,0.00788532825124899,0.116183672055838,"56886"
"GO:0140005~histone H4K20me2 reader activity",254.988706001519,126.570512820513,0.00788532825124899,0.116183672055838,"7158"
"GO:0032143~single thymine insertion binding",254.988706001519,126.570512820513,0.00788532825124899,0.116183672055838,"2956"
"GO:0032810~sterol response element binding",259.019904132835,126.570512820513,9.19629048045392e-05,0.0175380923037657,"4087, 6720"
"GO:1990583~phospholipase D activator activity",254.988706001519,126.570512820513,0.00788532825124899,0.116183672055838,"378"
"GO:0017098~sulfonylurea receptor binding",254.988706001519,126.570512820513,0.00788532825124899,0.116183672055838,"3320"
"GO:0031962~nuclear mineralocorticoid receptor binding",254.988706001519,126.570512820513,0.00788532825124899,0.116183672055838,"4087"
"GO:0002134~UTP binding",254.988706001519,126.570512820513,0.00788532825124899,0.116183672055838,"3320"
"GO:0022883~zinc efflux transmembrane transporter activity",254.988706001519,126.570512820513,0.00788532825124899,0.116183672055838,"64924"
"GO:0004658~propionyl-CoA carboxylase activity",254.988706001519,126.570512820513,0.00788532825124899,0.116183672055838,"5096"
"R-HSA-9820962~Assembly and release of respiratory syncytial virus (RSV) virions",254.988706001519,126.570512820513,0.00788532825124899,0.116183672055838,"3320"
"R-HSA-192905~vRNP Assembly",254.988706001519,126.570512820513,0.00788532825124899,0.116183672055838,"3320"
"R-HSA-9834752~Respiratory syncytial virus genome replication",254.988706001519,126.570512820513,0.00788532825124899,0.116183672055838,"3320"
"R-HSA-5632968~Defective Mismatch Repair Associated With MSH6",254.988706001519,126.570512820513,0.00788532825124899,0.116183672055838,"2956"
"WP2366:Butyrate induced histone acetylation",254.988706001519,126.570512820513,0.00788532825124899,0.116183672055838,"47"
"WP5229:Nephrotoxcicity adverse outcome pathway",254.988706001519,126.570512820513,0.00788532825124899,0.116183672055838,"1317"
"R-HSA-180689~APOBEC3G mediated resistance to HIV-1 infection",172.008378514555,101.25641025641,0.000152878388987035,0.0212037692846563,"3159, 5478"
"REACTOME_APOBEC3G_MEDIATED_RESISTANCE_TO_HIV_1_INFECTION",172.008378514555,101.25641025641,0.000152878388987035,0.0212037692846563,"3159, 5478"
"GOMF_PYRIMIDINE_NUCLEOTIDE_BINDING",172.008378514555,101.25641025641,0.000152878388987035,0.0212037692846563,"3320, 79077"
"GO:1904257~zinc ion import into Golgi lumen",127.389452690654,84.3803418803419,0.0118049425143498,0.141196572878517,"64924"
"GO:0060352~cell adhesion molecule production",127.389452690654,84.3803418803419,0.0118049425143498,0.141196572878517,"5478"
"GO:0048294~negative regulation of isotype switching to IgE isotypes",127.389452690654,84.3803418803419,0.0118049425143498,0.141196572878517,"80762"
"GO:0051702~biological process involved in interaction with symbiont",129.107495182947,84.3803418803419,0.000228729584590163,0.0270748786724786,"1642, 3329"
"GO:0007352~zygotic specification of dorsal/ventral axis",127.389452690654,84.3803418803419,0.0118049425143498,0.141196572878517,"4087"
"GO:0034462~small-subunit processome assembly",127.389452690654,84.3803418803419,0.0118049425143498,0.141196572878517,"7520"
"GO:0036481~intrinsic apoptotic signaling pathway in response to hydrogen peroxide",127.389452690654,84.3803418803419,0.0118049425143498,0.141196572878517,"11235"
"GO:0045041~protein import into mitochondrial intermembrane space",127.389452690654,84.3803418803419,0.0118049425143498,0.141196572878517,"3329"
"GO:0075342~symbiont-mediated disruption of host cell PML body",127.389452690654,84.3803418803419,0.0118049425143498,0.141196572878517,"7874"
"GO:2001247~positive regulation of phosphatidylcholine biosynthetic process",127.389452690654,84.3803418803419,0.0118049425143498,0.141196572878517,"2181"
"GO:0009081~branched-chain amino acid metabolic process",127.389452690654,84.3803418803419,0.0118049425143498,0.141196572878517,"5096"
"GO:1904430~negative regulation of t-circle formation",127.389452690654,84.3803418803419,0.0118049425143498,0.141196572878517,"7520"
"GO:0034696~response to prostaglandin F",127.389452690654,84.3803418803419,0.0118049425143498,0.141196572878517,"7528"
"GO:0019626~short-chain fatty acid catabolic process",127.389452690654,84.3803418803419,0.0118049425143498,0.141196572878517,"5096"
"GO:0055080~monoatomic cation homeostasis",127.389452690654,84.3803418803419,0.0118049425143498,0.141196572878517,"65125"
"GO:0045069~regulation of viral genome replication",127.389452690654,84.3803418803419,0.0118049425143498,0.141196572878517,"5478"
"GO:0090234~regulation of kinetochore assembly",127.389452690654,84.3803418803419,0.0118049425143498,0.141196572878517,"6047"
"GO:0045619~regulation of lymphocyte differentiation",127.389452690654,84.3803418803419,0.0118049425143498,0.141196572878517,"80762"
"GO:0051022~Rho GDP-dissociation inhibitor binding",127.389452690654,84.3803418803419,0.0118049425143498,0.141196572878517,"3320"
"GO:0102354~11-cis-retinol dehydrogenase activity",127.389452690654,84.3803418803419,0.0118049425143498,0.141196572878517,"51109"
"GO:0090433~palmitoyl-CoA ligase activity",127.389452690654,84.3803418803419,0.0118049425143498,0.141196572878517,"2181"
"GO:0032142~single guanine insertion binding",127.389452690654,84.3803418803419,0.0118049425143498,0.141196572878517,"2956"
"GO:0045027~DNA end binding",127.389452690654,84.3803418803419,0.0118049425143498,0.141196572878517,"7520"
"GO:0052745~inositol phosphate phosphatase activity",127.389452690654,84.3803418803419,0.0118049425143498,0.141196572878517,"4952"
"GO:0032137~guanine/thymine mispair binding",127.389452690654,84.3803418803419,0.0118049425143498,0.141196572878517,"2956"
"GO:0003989~acetyl-CoA carboxylase activity",127.389452690654,84.3803418803419,0.0118049425143498,0.141196572878517,"5096"
"GO:0030623~U5 snRNA binding",127.389452690654,84.3803418803419,0.0118049425143498,0.141196572878517,"10594"
"R-HSA-162592~Integration of provirus",130.883182390604,84.3803418803419,4.89711704078055e-06,0.00280176308695657,"3159, 5478, 7520"
"R-HSA-3315487~SMAD2/3 MH2 Domain Mutants in Cancer",127.389452690654,84.3803418803419,0.0118049425143498,0.141196572878517,"4087"
"R-HSA-177539~Autointegration results in viral DNA circles",127.389452690654,84.3803418803419,0.0118049425143498,0.141196572878517,"3159"
"R-HSA-3304347~Loss of Function of SMAD4 in Cancer",127.389452690654,84.3803418803419,0.0118049425143498,0.141196572878517,"4087"
"R-HSA-434313~Intracellular metabolism of fatty acids regulates insulin secretion",127.389452690654,84.3803418803419,0.0118049425143498,0.141196572878517,"2181"
"R-HSA-3311021~SMAD4 MH2 Domain Mutants in Cancer",127.389452690654,84.3803418803419,0.0118049425143498,0.141196572878517,"4087"
"R-HSA-175567~Integration of viral DNA into host genomic DNA",127.389452690654,84.3803418803419,0.0118049425143498,0.141196572878517,"3159"
"R-HSA-5632928~Defective Mismatch Repair Associated With MSH2",127.389452690654,84.3803418803419,0.0118049425143498,0.141196572878517,"2956"
"REACTOME_INTEGRATION_OF_PROVIRUS",130.883182390604,84.3803418803419,4.89711704078055e-06,0.00280176308695657,"3159, 5478, 7520"
"GO:0036295~cellular response to increased oxygen levels",103.022374751609,72.3260073260073,0.000319400564425674,0.030713856929299,"147007, 523"
"R-HSA-164843~2-LTR circle formation",103.022374751609,72.3260073260073,0.000319400564425674,0.030713856929299,"3159, 7520"
"REACTOME_2_LTR_CIRCLE_FORMATION",103.022374751609,72.3260073260073,0.000319400564425674,0.030713856929299,"3159, 7520"
"98.Dietary_Fat_and_Gene_Transcription",84.9962353338398,63.2852564102564,0.0157092690508648,0.161956036003809,"6720"
"GO:0046726~positive regulation by virus of viral protein levels in host cell",84.9962353338398,63.2852564102564,0.0157092690508648,0.161956036003809,"1642"
"GO:0071475~cellular hyperosmotic salinity response",84.9962353338398,63.2852564102564,0.0157092690508648,0.161956036003809,"7520"
"GO:0006458~'de novo' protein folding",84.9962353338398,63.2852564102564,0.0157092690508648,0.161956036003809,"3329"
"GO:0051084~'de novo' post-translational protein folding",84.9962353338398,63.2852564102564,0.0157092690508648,0.161956036003809,"56886"
"GO:0097022~lymphocyte migration into lymph node",84.9962353338398,63.2852564102564,0.0157092690508648,0.161956036003809,"65125"
"GO:0090209~negative regulation of triglyceride metabolic process",84.9962353338398,63.2852564102564,0.0157092690508648,0.161956036003809,"6720"
"GO:0038116~chemokine (C-C motif) ligand 21 signaling pathway",84.9962353338398,63.2852564102564,0.0157092690508648,0.161956036003809,"65125"
"GO:0031365~N-terminal protein amino acid modification",84.9962353338398,63.2852564102564,0.0157092690508648,0.161956036003809,"10988"
"GO:1905279~regulation of retrograde transport, endosome to Golgi",84.9962353338398,63.2852564102564,0.0157092690508648,0.161956036003809,"7874"
"GO:0051047~positive regulation of secretion",84.9962353338398,63.2852564102564,0.0157092690508648,0.161956036003809,"2181"
"GO:0048302~regulation of isotype switching to IgG isotypes",84.9962353338398,63.2852564102564,0.0157092690508648,0.161956036003809,"80762"
"GO:1903901~negative regulation of viral life cycle",84.9962353338398,63.2852564102564,0.0157092690508648,0.161956036003809,"5478"
"GO:0061684~chaperone-mediated autophagy",84.9962353338398,63.2852564102564,0.0157092690508648,0.161956036003809,"3320"
"GO:0000479~endonucleolytic cleavage of tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)",84.9962353338398,63.2852564102564,0.0157092690508648,0.161956036003809,"55720"
"GO:0016447~somatic recombination of immunoglobulin gene segments",84.9962353338398,63.2852564102564,0.0157092690508648,0.161956036003809,"2956"
"GO:0140612~DNA damage sensor activity",84.9962353338398,63.2852564102564,0.0157092690508648,0.161956036003809,"5887"
"GO:0140826~zinc:proton antiporter activity",84.9962353338398,63.2852564102564,0.0157092690508648,0.161956036003809,"64924"
"GO:0071987~WD40-repeat domain binding",84.9962353338398,63.2852564102564,0.0157092690508648,0.161956036003809,"1642"
"GO:0051575~5'-deoxyribose-5-phosphate lyase activity",85.953130652447,63.2852564102564,0.000424776063789682,0.0373761623088671,"3159, 7520"
"R-HSA-9665246~Resistance of ERBB2 KD mutants to neratinib",84.9962353338398,63.2852564102564,0.0157092690508648,0.161956036003809,"3320"
"R-HSA-173107~Binding and entry of HIV virion",84.9962353338398,63.2852564102564,0.0157092690508648,0.161956036003809,"5478"
"R-HSA-9665251~Resistance of ERBB2 KD mutants to lapatinib",84.9962353338398,63.2852564102564,0.0157092690508648,0.161956036003809,"3320"
"R-HSA-9665230~Drug resistance in ERBB2 KD mutants",84.9962353338398,63.2852564102564,0.0157092690508648,0.161956036003809,"3320"
"R-HSA-9665233~Resistance of ERBB2 KD mutants to trastuzumab",84.9962353338398,63.2852564102564,0.0157092690508648,0.161956036003809,"3320"
"R-HSA-9665247~Resistance of ERBB2 KD mutants to osimertinib",84.9962353338398,63.2852564102564,0.0157092690508648,0.161956036003809,"3320"
"R-HSA-9665249~Resistance of ERBB2 KD mutants to afatinib",84.9962353338398,63.2852564102564,0.0157092690508648,0.161956036003809,"3320"
"R-HSA-9665737~Drug resistance in ERBB2 TMD/JMD mutants",84.9962353338398,63.2852564102564,0.0157092690508648,0.161956036003809,"3320"
"R-HSA-9665245~Resistance of ERBB2 KD mutants to tesevatinib",84.9962353338398,63.2852564102564,0.0157092690508648,0.161956036003809,"3320"
"R-HSA-9665250~Resistance of ERBB2 KD mutants to AEE788",84.9962353338398,63.2852564102564,0.0157092690508648,0.161956036003809,"3320"
"R-HSA-9652282~Drug-mediated inhibition of ERBB2 signaling",84.9962353338398,63.2852564102564,0.0157092690508648,0.161956036003809,"3320"
"R-HSA-9665244~Resistance of ERBB2 KD mutants to sapitinib",84.9962353338398,63.2852564102564,0.0157092690508648,0.161956036003809,"3320"
"WP5189:Copper metabolism",84.9962353338398,63.2852564102564,0.0157092690508648,0.161956036003809,"1317"
"hsa03267_Virion",84.9962353338398,63.2852564102564,0.0157092690508648,0.161956036003809,"4179"
"MARKS_ACETYLATED_NON_HISTONE_PROTEINS",87.0671943846951,63.2852564102564,1.27165778332348e-05,0.00481035191156671,"23633, 3159, 3320"
"ZNF302_TARGET_GENES",84.9962353338398,63.2852564102564,0.0157092690508648,0.161956036003809,"22794"
"ZNF416_TARGET_GENES",84.9962353338398,63.2852564102564,0.0157092690508648,0.161956036003809,"22794"
"GOBP_REGULATION_OF_TAU_PROTEIN_KINASE_ACTIVITY",84.9962353338398,63.2852564102564,0.0157092690508648,0.161956036003809,"3320"
"GOMF_WD40_REPEAT_DOMAIN_BINDING",84.9962353338398,63.2852564102564,0.0157092690508648,0.161956036003809,"1642"
"HP_PLACENTAL_ABRUPTION",84.9962353338398,63.2852564102564,0.0157092690508648,0.161956036003809,"4179"
"HP_UNDETECTABLE_VISUAL_EVOKED_POTENTIALS",73.7022973423789,56.2535612535613,0.000544741477146511,0.04225901255762,"51109, 9326"
"R-HSA-162594~Early Phase of HIV Life Cycle",71.2836471810594,54.2445054945055,2.09206004358626e-05,0.00611193116137935,"3159, 5478, 7520"
"REACTOME_EARLY_PHASE_OF_HIV_LIFE_CYCLE",71.2836471810594,54.2445054945055,2.09206004358626e-05,0.00611193116137935,"3159, 5478, 7520"
"GO:0090168~Golgi reassembly",63.6912119619258,50.6282051282051,0.0195983667163341,0.178527803526409,"11235"
"GO:2000622~regulation of nuclear-transcribed mRNA catabolic process, nonsense-mediated decay",63.6912119619258,50.6282051282051,0.0195983667163341,0.178527803526409,"22794"
"GO:0006101~citrate metabolic process",63.6912119619258,50.6282051282051,0.0195983667163341,0.178527803526409,"47"
"GO:0032410~negative regulation of transporter activity",63.6912119619258,50.6282051282051,0.0195983667163341,0.178527803526409,"80762"
"GO:0032909~regulation of transforming growth factor beta2 production",63.6912119619258,50.6282051282051,0.0195983667163341,0.178527803526409,"4087"
"GO:0051096~positive regulation of helicase activity",63.6912119619258,50.6282051282051,0.0195983667163341,0.178527803526409,"2956"
"GO:0006449~regulation of translational termination",63.6912119619258,50.6282051282051,0.0195983667163341,0.178527803526409,"2935"
