"Term","Odds_Ratio","Fold_Enrichment","PValue","FDR","Genes"
"GO:1903977~positive regulation of glial cell migration",Inf,109.088397790055,0.00916687769055469,0.119134719213926,"1399"
"GO:1904695~positive regulation of vascular associated smooth muscle contraction",Inf,109.088397790055,0.00916687769055469,0.119134719213926,"387"
"GO:1905031~regulation of membrane repolarization during cardiac muscle cell action potential",Inf,109.088397790055,0.00916687769055469,0.119134719213926,"2316"
"GO:0010908~regulation of heparan sulfate proteoglycan biosynthetic process",Inf,109.088397790055,0.00916687769055469,0.119134719213926,"9375"
"GO:0045752~positive regulation of Toll signaling pathway",Inf,109.088397790055,0.00916687769055469,0.119134719213926,"351"
"GO:0002479~antigen processing and presentation of exogenous peptide antigen via MHC class I, TAP-dependent",Inf,109.088397790055,0.00916687769055469,0.119134719213926,"3551"
"GO:0140493~very long-chain fatty acid beta-oxidation",Inf,109.088397790055,0.00916687769055469,0.119134719213926,"51"
"GO:1904702~regulation of protein localization to adherens junction",Inf,109.088397790055,0.00916687769055469,0.119134719213926,"7414"
"GO:1901723~negative regulation of cell proliferation involved in kidney development",Inf,109.088397790055,0.00916687769055469,0.119134719213926,"201163"
"GO:0002363~alpha-beta T cell lineage commitment",Inf,109.088397790055,0.00916687769055469,0.119134719213926,"387"
"GO:0045887~positive regulation of synaptic assembly at neuromuscular junction",Inf,109.088397790055,0.00916687769055469,0.119134719213926,"375790"
"GO:1904649~regulation of fat cell apoptotic process",Inf,109.088397790055,0.00916687769055469,0.119134719213926,"10558"
"GO:1903673~mitotic cleavage furrow formation",Inf,109.088397790055,0.00916687769055469,0.119134719213926,"387"
"GO:1905945~regulation of response to calcium ion",Inf,109.088397790055,0.00916687769055469,0.119134719213926,"351"
"GO:0060620~regulation of cholesterol import",Inf,109.088397790055,0.00916687769055469,0.119134719213926,"55004"
"GO:1903281~positive regulation of calcium:sodium antiporter activity",Inf,109.088397790055,0.00916687769055469,0.119134719213926,"6548"
"GO:0019255~glucose 1-phosphate metabolic process",Inf,109.088397790055,0.00916687769055469,0.119134719213926,"7360"
"GO:1905000~regulation of membrane repolarization during atrial cardiac muscle cell action potential",Inf,109.088397790055,0.00916687769055469,0.119134719213926,"2316"
"GO:2000011~regulation of adaxial/abaxial pattern formation",Inf,109.088397790055,0.00916687769055469,0.119134719213926,"648"
"GO:0160076~negative regulation of non-canonical inflammasome complex assembly",Inf,109.088397790055,0.00916687769055469,0.119134719213926,"8473"
"GO:0061736~engulfment of target by autophagosome",Inf,109.088397790055,0.00916687769055469,0.119134719213926,"57154"
"GO:0072287~metanephric distal tubule morphogenesis",Inf,109.088397790055,0.00916687769055469,0.119134719213926,"5310"
"GO:0001998~angiotensin-mediated vasoconstriction involved in regulation of systemic arterial blood pressure",Inf,109.088397790055,0.00916687769055469,0.119134719213926,"387"
"GO:0102704~GDP-Man:Man2GlcNAc2-PP-dolichol alpha-1,6-mannosyltransferase activity",Inf,109.088397790055,0.00916687769055469,0.119134719213926,"85365"
"GO:0008428~ribonuclease inhibitor activity",Inf,109.088397790055,0.00916687769055469,0.119134719213926,"6050"
"GO:0097645~amylin binding",Inf,109.088397790055,0.00916687769055469,0.119134719213926,"351"
"GO:0003983~UTP:glucose-1-phosphate uridylyltransferase activity",Inf,109.088397790055,0.00916687769055469,0.119134719213926,"7360"
"GO:0140778~microtubule stabilizing activity",Inf,109.088397790055,0.00916687769055469,0.119134719213926,"4134"
"GO:0047453~ATP-dependent NAD(P)H-hydrate dehydratase activity",Inf,109.088397790055,0.00916687769055469,0.119134719213926,"55739"
"GO:0032557~pyrimidine ribonucleotide binding",Inf,109.088397790055,0.00916687769055469,0.119134719213926,"7360"
"GO:0015594~ABC-type putrescine transporter activity",Inf,109.088397790055,0.00916687769055469,0.119134719213926,"79572"
"GO:0004378~GDP-Man:Man1GlcNAc2-PP-Dol alpha-1,3-mannosyltransferase activity",Inf,109.088397790055,0.00916687769055469,0.119134719213926,"85365"
"R-HSA-4549349~Defective ALG2 causes CDG-1i",Inf,109.088397790055,0.00916687769055469,0.119134719213926,"85365"
"GO:0071941~nitrogen cycle metabolic process",217.717218246181,72.7255985267035,0.000249199442818219,0.0202368068817387,"11231, 5310"
"GO:0021817~nucleokinesis involved in cell motility in cerebral cortex radial glia guided migration",217.717218246181,72.7255985267035,0.000249199442818219,0.0202368068817387,"23353, 25777"
"GO:0090292~nuclear matrix anchoring at nuclear membrane",217.717218246181,72.7255985267035,0.000249199442818219,0.0202368068817387,"23353, 25777"
"GO:0051425~PTB domain binding",217.717218246181,72.7255985267035,0.000249199442818219,0.0202368068817387,"351, 3643"
"151.pro-apoptotic_actions_of_altered_APP&PS1",108.697145017261,54.5441988950276,0.0182501837652107,0.161038086706163,"351"
