"Term","Odds_Ratio","Fold_Enrichment","PValue","FDR","Genes"
"GO:0120323~lipid ubiquitination",Inf,221.85393258427,0.0045074702456317,0.0696571478839142,"57674"
"GO:0006713~glucocorticoid catabolic process",Inf,221.85393258427,0.0045074702456317,0.0696571478839142,"7533"
"GO:0002575~basophil chemotaxis",Inf,221.85393258427,0.0045074702456317,0.0696571478839142,"7422"
"GO:0002238~response to molecule of fungal origin",Inf,221.85393258427,0.0045074702456317,0.0696571478839142,"4615"
"GO:2000338~regulation of chemokine (C-X-C motif) ligand 1 production",Inf,221.85393258427,0.0045074702456317,0.0696571478839142,"4615"
"GO:0072308~negative regulation of metanephric nephron tubule epithelial cell differentiation",Inf,221.85393258427,0.0045074702456317,0.0696571478839142,"6772"
"GO:1901254~positive regulation of intracellular transport of viral material",Inf,221.85393258427,0.0045074702456317,0.0696571478839142,"2332"
"GO:1990280~RNA localization to chromatin",Inf,221.85393258427,0.0045074702456317,0.0696571478839142,"3192"
"GO:1903841~cellular response to arsenite(3-)",Inf,221.85393258427,0.0045074702456317,0.0696571478839142,"54407"
"GO:0062026~negative regulation of SCF-dependent proteasomal ubiquitin-dependent catabolic process",Inf,221.85393258427,0.0045074702456317,0.0696571478839142,"6815"
"GO:1902889~protein localization to spindle microtubule",Inf,221.85393258427,0.0045074702456317,0.0696571478839142,"3192"
"GO:0015800~acidic amino acid transport",Inf,221.85393258427,0.0045074702456317,0.0696571478839142,"54407"
"GO:1903294~regulation of glutamate secretion, neurotransmission",Inf,221.85393258427,0.0045074702456317,0.0696571478839142,"54407"
"GO:0038033~positive regulation of endothelial cell chemotaxis by VEGF-activated vascular endothelial growth factor receptor signaling pathway",Inf,221.85393258427,0.0045074702456317,0.0696571478839142,"7422"
"GO:1905143~eukaryotic translation initiation factor 2 complex assembly",Inf,221.85393258427,0.0045074702456317,0.0696571478839142,"8872"
"GO:0014810~positive regulation of skeletal muscle contraction by regulation of release of sequestered calcium ion",Inf,221.85393258427,0.0045074702456317,0.0696571478839142,"9446"
"GO:0097510~base-excision repair, AP site formation via deaminated base removal",Inf,221.85393258427,0.0045074702456317,0.0696571478839142,"7374"
"GO:0009682~induced systemic resistance",Inf,221.85393258427,0.0045074702456317,0.0696571478839142,"4615"
"GO:0043062~extracellular structure organization",Inf,221.85393258427,0.0045074702456317,0.0696571478839142,"7046"
"GO:0017130~poly(C) RNA binding",Inf,221.85393258427,0.0045074702456317,0.0696571478839142,"3192"
"GO:0070539~linoleic acid binding",Inf,221.85393258427,0.0045074702456317,0.0696571478839142,"5467"
"GO:0140674~ATP-dependent histone chaperone activity",Inf,221.85393258427,0.0045074702456317,0.0696571478839142,"4615"
